row_index,true_abusive,prob_abusive,pred_abusive,true_Race,prob_Race,pred_Race,true_Religion,prob_Religion,pred_Religion,true_Gender,prob_Gender,pred_Gender,true_Sexual_Orientation,prob_Sexual_Orientation,pred_Sexual_Orientation,true_Miscellaneous,prob_Miscellaneous,pred_Miscellaneous
21,1,0.3924368891696695,0,1,0.5918205214137358,1,0,0.2631886224008727,0,0,0.4078299953880051,0,0,0.2714133486607802,0,0,0.4337606742084873,0
22,1,0.6175441217514067,1,0,0.38421875475749506,0,0,0.39158033570742096,0,0,0.4572102730667085,0,1,0.6817754718752644,1,0,0.418381915614576,0
23,0,0.4804359209409517,1,0,0.3935733648706293,0,0,0.29539580966769113,0,0,0.616097019297488,1,0,0.3625869051104819,0,0,0.36493159322090885,0
24,0,0.623873396769397,1,0,0.7424316049791084,1,0,0.26361560679622625,0,0,0.3928495842892909,0,0,0.26027560368283553,0,0,0.28721556480422317,0
25,0,0.4888940622610938,1,0,0.41138770280211323,0,0,0.42219654854918864,0,0,0.4968662406984227,1,0,0.37701772507862147,0,0,0.42184495147874373,0
26,1,0.43392759694225613,0,0,0.39771964168988416,0,0,0.4040081371911471,0,1,0.4599346975647188,0,0,0.38827197518105216,0,0,0.42312158819928514,0
27,1,0.6384119256763944,1,0,0.5552042151764848,1,1,0.6515784407847268,1,0,0.36919101725212733,0,0,0.32383546666853247,0,0,0.4533884867678059,0
28,0,0.4046967487004758,0,0,0.3474491746801822,0,0,0.37572055518358993,0,1,0.6103797760262389,1,0,0.310652881290346,0,0,0.4295508119297881,0
29,1,0.610361727645388,1,0,0.3609268191804107,0,0,0.3112208002419729,0,0,0.4557518486401844,0,0,0.37227488012554416,0,1,0.563575710429073,1
30,1,0.5885211064414916,1,0,0.3304631896346553,0,0,0.3525185946686928,0,0,0.4122493684518514,0,0,0.3573941357255537,0,0,0.5003594931921231,1
31,0,0.4508112780174634,0,0,0.37725433252661933,0,0,0.33541985044083666,0,1,0.6122752543622283,1,0,0.3572793004515916,0,0,0.41849214083079067,0
32,1,0.6306511670682323,1,0,0.46091639637569637,0,1,0.7647053458250629,1,0,0.3268300816452711,0,0,0.3704602865013389,0,1,0.490380017293627,1
33,0,0.6067138374709212,1,0,0.3913155315158429,0,1,0.6721500176105203,1,0,0.4080536198774887,0,0,0.31564575735252737,0,0,0.304213465444069,0
34,1,0.6697574434632986,1,1,0.4301257630670734,0,1,0.5624113429241117,1,0,0.4163891388256873,0,0,0.3349584462626394,0,0,0.6111295259115458,1
35,0,0.514118282382955,1,1,0.6025008292308047,1,0,0.29762790517348364,0,0,0.24549844075744293,0,0,0.30147389186316,0,0,0.3859702874916956,0
36,1,0.6123970301636319,1,1,0.5692266097960318,1,1,0.46549672152101895,0,0,0.3906787212834475,0,0,0.3389438043182057,0,0,0.40750500782696597,0
37,1,0.46345584256663536,0,0,0.4725746394375672,0,0,0.260643812537379,0,0,0.41453243883726565,0,0,0.29877045503467176,0,0,0.37835519077220653,0
38,1,0.7150115270283858,1,0,0.3949737630782464,0,1,0.6254673945380383,1,0,0.501798875442358,1,1,0.5721602856460466,1,0,0.42079892751105835,0
39,0,0.41378985096934356,0,0,0.4343238902404959,0,0,0.40143442222305786,0,0,0.4105867727552895,0,0,0.3626198917291608,0,0,0.40534956611248824,0
40,1,0.4589488637256107,0,1,0.5774629020204707,1,0,0.30748089086947084,0,0,0.41146528018128475,0,0,0.20470936499923673,0,0,0.37490612798456247,0
41,0,0.4131118069102602,0,0,0.3955588682608396,0,0,0.40411574928234806,0,0,0.4444189836222052,0,0,0.42732396684703655,0,0,0.4336950255041828,0
42,0,0.40062925619989753,0,0,0.39391046794849716,0,0,0.2140249613543171,0,1,0.6452894582544403,1,0,0.31089157904738635,0,0,0.27707317671477033,0
43,1,0.41883598386193627,0,1,0.44726367588674876,0,0,0.28025615196012615,0,0,0.44599446560448874,0,0,0.3968777191154564,0,0,0.3208749351328851,0
44,1,0.6599628223417273,1,0,0.38427259644694656,0,0,0.37790985495278395,0,0,0.44353973904317096,0,1,0.6377918105654584,1,0,0.4240939549534593,0
45,1,0.6225369945214343,1,0,0.29888482751659107,0,0,0.3456644040723984,0,0,0.4565796609023042,0,0,0.4012537546318463,0,1,0.5492726370457157,1
46,1,0.8445095171139384,1,1,0.842866032572554,1,1,0.6643073543392997,1,0,0.3950544034971906,0,0,0.19296320702409797,0,0,0.3862279062483108,0
47,0,0.345267186369758,0,0,0.32053368926007847,0,0,0.35309163767983365,0,0,0.46081353939018255,0,0,0.3444444329751686,0,0,0.3827408347902561,0
48,0,0.5308892216178682,1,0,0.6005199226493335,1,0,0.3111033503970353,0,0,0.47673521106484196,0,0,0.2689541184854074,0,0,0.46071171048335596,0
49,0,0.4791230169302848,1,0,0.3885360157271757,0,0,0.6581349897685442,1,0,0.4324990410001562,0,0,0.34616301314089043,0,0,0.4916990094618906,1
50,1,0.47045874028419343,1,1,0.5637911225937233,1,0,0.2115360598575594,0,1,0.7033394203179983,1,0,0.27446233022766187,0,0,0.30882668151315734,0
51,1,0.40945187151817247,0,0,0.28201848656437867,0,0,0.31402629984630814,0,0,0.36271653276873356,0,1,0.5814526927840256,1,0,0.3542302792638082,0
52,0,0.39180948829904066,0,0,0.3085533310712686,0,0,0.31188452305345593,0,0,0.3313237770864497,0,0,0.26553192357066757,0,1,0.7093129221360989,1
53,1,0.45830366987228993,0,0,0.4152879584340135,0,1,0.35427350845543987,0,0,0.4189712054979135,0,0,0.3276672746632553,0,1,0.6006992707221942,1
54,0,0.5956016390251373,1,0,0.40151841329211124,0,0,0.34370901480075683,0,0,0.4361149184294089,0,0,0.4279528222756923,0,0,0.5558438874431167,1
55,1,0.47523529445093815,1,0,0.568092153876523,1,0,0.3250257805885216,0,0,0.4149893165091689,0,0,0.2543417916423187,0,0,0.45261022116668265,0
56,1,0.506613063464112,1,0,0.4121868460113851,0,0,0.34157019941991285,0,0,0.4547706772639879,0,0,0.4350902676414989,0,0,0.4034750971307004,0
57,0,0.5286338843041294,1,0,0.43192027253095344,0,0,0.7029618203909987,1,0,0.4924799161357249,1,0,0.2528181890971861,0,0,0.5104622373894641,1
58,1,0.5901584273283007,1,1,0.5403447786340396,1,1,0.7338293485964993,1,1,0.4005599305950863,0,0,0.2682570178352842,0,0,0.2807153391761377,0
59,0,0.5017824707201366,1,0,0.46985058916159067,0,0,0.283956262266149,0,0,0.4193865076026148,0,0,0.23671218455850232,0,0,0.43717399042392147,0
60,0,0.4481644577782343,0,0,0.48973874756093266,0,0,0.3599915723704388,0,0,0.4227772779262157,0,0,0.28398305529059814,0,1,0.4091690427827355,0
61,1,0.8731251998428402,1,1,0.9037063627612429,1,1,0.5332592144516464,1,0,0.3759673250332829,0,0,0.30379108701459645,0,0,0.34273444224273764,0
62,0,0.47376936065702435,1,0,0.420959379665056,0,0,0.4137667794186163,0,0,0.4040577115564136,0,0,0.4065006459582635,0,0,0.4380471283853026,0
63,1,0.6746627643534179,1,1,0.436630139160207,0,1,0.6459127948327353,1,0,0.43593714123732163,0,0,0.4131211854872233,0,1,0.46165960016339014,0
64,1,0.5991270136057705,1,0,0.4111768912532,0,1,0.5145174150623273,1,0,0.42655864670759924,0,0,0.3196349057940662,0,1,0.632055939988188,1
65,1,0.7025183220124667,1,1,0.6642706390103824,1,0,0.32423390918307854,0,0,0.46144627379851194,0,0,0.4129998709673461,0,0,0.43321147874789434,0
66,1,0.4461529013658167,0,1,0.4705564362690088,0,0,0.30177451192101756,0,0,0.41699128198738805,0,0,0.384304355406537,0,0,0.35645261532728717,0
67,1,0.47013026071644165,1,1,0.438083107567739,0,0,0.40562159163415895,0,0,0.38491292086236056,0,0,0.39670868293236394,0,0,0.45671061565212506,0
68,1,0.4905680394011884,1,1,0.41831259817649136,0,1,0.5865827431496905,1,0,0.4306986059687485,0,0,0.3338843990840075,0,0,0.43307727030220633,0
69,1,0.45397850496523384,0,0,0.4021993208743735,0,1,0.590622238581318,1,0,0.3905300328328886,0,0,0.27364266174800966,0,1,0.6363868454448806,1
70,1,0.49308424912604065,1,0,0.3046031475849902,0,0,0.2705721557861389,0,1,0.6329862825637943,1,0,0.3315652669254343,0,0,0.39543786234258305,0
71,0,0.3461481555225932,0,0,0.2584776124914066,0,0,0.26926177050652045,0,0,0.4103117821604999,0,0,0.35765301861380205,0,0,0.39107231641425005,0
72,0,0.4011818030121135,0,0,0.5768816226412071,1,0,0.33775237470321495,0,0,0.37211612902752117,0,0,0.3350700729742245,0,0,0.39676965003514725,0
73,1,0.7511478002745597,1,1,0.7255693881189285,1,0,0.42039803242800394,0,0,0.5820369845863413,1,1,0.7378978218802209,1,0,0.4236398649889459,0
74,0,0.37219835100891535,0,0,0.3099929277462215,0,0,0.40586180789801807,0,0,0.3018574083016766,0,0,0.2331095311782215,0,0,0.5895647053546639,1
75,1,0.48783239851402854,1,0,0.32871746451767914,0,0,0.3141586958222005,0,1,0.5447314920657264,1,0,0.37864335207930666,0,0,0.5819679090364962,1
76,1,0.5397736732125518,1,0,0.39593072932338486,0,1,0.7196232438109547,1,0,0.35501524931016165,0,0,0.33027700564011636,0,0,0.5127632220263549,1
77,1,0.5717947052084088,1,0,0.4290104861436369,0,1,0.5975458129499115,1,0,0.49607303072652437,1,0,0.3256377552735694,0,1,0.5051837106564853,1
78,1,0.2989731541091504,0,1,0.4865436145003165,0,0,0.25960858988697494,0,0,0.27020556324245865,0,0,0.20760955270615603,0,0,0.2794887676585497,0
79,0,0.45730278414328174,0,0,0.6635620554313394,1,0,0.24753147526267313,0,0,0.3459930945184071,0,0,0.29319578112740524,0,0,0.4110432210253283,0
80,1,0.5489680950072227,1,1,0.4663433154696826,0,0,0.38363754797915167,0,0,0.44420649330207596,0,0,0.4101496589913868,0,1,0.5105062408493347,1
81,1,0.6116150230697666,1,1,0.6736702508264443,1,0,0.3930821130274762,0,0,0.360613355175513,0,0,0.419242830002254,0,0,0.43406111606671405,0
82,1,0.5495368696526064,1,1,0.5439679183863453,1,1,0.6067877436979103,1,0,0.3063233887968163,0,0,0.25685829024927054,0,0,0.37817157250507266,0
83,0,0.3427996428079993,0,0,0.4352518240521812,0,0,0.36205490144071767,0,0,0.44617664910019833,0,0,0.3120297551249805,0,0,0.3531550686942393,0
84,1,0.7141484545984884,1,1,0.5833524117351202,1,1,0.8215501997148109,1,0,0.3829541515001471,0,0,0.27958905001128875,0,0,0.411742651846482,0
85,1,0.5169391964869212,1,0,0.4229030317745357,0,0,0.37387095359552314,0,0,0.47574519507342855,0,0,0.39693869396371934,0,1,0.40890107981192786,0
86,0,0.4725605126028108,1,0,0.4246264104390161,0,0,0.3931491615840957,0,0,0.43192039943664506,0,0,0.3920506200839006,0,0,0.45510730410271005,0
87,0,0.40141733811321956,0,0,0.39506781771643307,0,0,0.5454272694342742,1,0,0.3954397372848314,0,0,0.2217121687193463,0,0,0.5635211389815106,1
88,0,0.4994714482794491,1,0,0.4088075130895354,0,0,0.4251751393546469,0,0,0.41726298207086887,0,0,0.34536109387457375,0,1,0.49384089316653706,1
89,1,0.5180548834689901,1,0,0.48350143574230436,0,0,0.281406919359058,0,0,0.339407387465519,0,0,0.35970865589569245,0,0,0.38459392989238317,0
90,0,0.41674352028611295,0,0,0.4448913255583981,0,0,0.3377349620373905,0,0,0.41472982197373637,0,0,0.32307020958333715,0,0,0.545004578110687,1
91,1,0.473069563804456,1,0,0.3807601791900259,0,1,0.5391424829231576,1,0,0.3644385149600009,0,0,0.25871880605334874,0,0,0.47679502069738955,0
92,1,0.47931032743481244,1,0,0.44177357272011075,0,1,0.8271558970759397,1,0,0.38117929100938647,0,0,0.2811757907356587,0,0,0.39144242753235686,0
93,0,0.4527748536652927,0,0,0.338477742806743,0,0,0.3581042602308818,0,0,0.3862600596659217,0,0,0.29304367685203075,0,1,0.6562292356962065,1
94,1,0.5162920701698958,1,1,0.45773979705082185,0,1,0.485488644227425,1,0,0.42182806136533313,0,0,0.3234640373869271,0,0,0.4877972443582541,0
95,1,0.48581590584973455,1,0,0.4020968680607544,0,0,0.32409247336158736,0,1,0.5624345979786104,1,0,0.34147553006928977,0,0,0.4038248564469663,0
96,1,0.4377862016017018,0,0,0.24781604793112963,0,0,0.2843289777376689,0,0,0.26610461776011535,0,0,0.16427424688426356,0,1,0.8144658480101444,1
97,1,0.44853221164600227,0,0,0.588374337009234,1,0,0.3500273662815135,0,1,0.6899349209137097,1,0,0.30699664524056736,0,1,0.40106617363980585,0
98,1,0.4068366068047883,0,0,0.331467560098423,0,1,0.5732322284102219,1,0,0.4632578148315835,0,0,0.2620858845199121,0,1,0.47204364618191225,0
99,0,0.4832209134371132,1,1,0.49360960891891975,1,0,0.26003164764365594,0,0,0.45750475456834133,0,0,0.4089186966995754,0,0,0.3421404047358459,0
100,1,0.49188774274942526,1,1,0.5682988382404064,1,0,0.2788747841492645,0,0,0.47403019114607053,0,0,0.28429378086842183,0,0,0.4442730450026264,0
101,1,0.7298889994545428,1,0,0.3569511305135317,0,1,0.7616480425948066,1,0,0.3329347704599483,0,0,0.3020555404874908,0,0,0.3507547772771092,0
102,1,0.5228323686517029,1,0,0.43632682751394414,0,1,0.5359282153230855,1,0,0.44621485133535194,0,0,0.402705480506441,0,0,0.4764968720399966,0
103,0,0.46997928560658536,0,0,0.42399485209348803,0,0,0.6032494571653219,1,0,0.44350318245834036,0,0,0.2290434659827836,0,0,0.6351955815790261,1
104,1,0.6879545642513507,1,1,0.36536716614878173,0,0,0.532383892717299,1,0,0.45639423820470604,0,1,0.6849878555684437,1,0,0.38464192196827585,0
105,0,0.4569518844083897,0,1,0.4962498856670322,1,0,0.2975042309873947,0,0,0.31381157772476775,0,1,0.5380794595915087,1,0,0.2843972497511172,0
106,1,0.7134397037538339,1,0,0.29931321816233625,0,1,0.6816850433046171,1,0,0.3534741204687322,0,0,0.3805469726406548,0,0,0.33339458823027746,0
107,0,0.33050852210764026,0,0,0.507676406063128,1,0,0.24576213626175528,0,0,0.5356993034268591,1,0,0.4247055426868573,0,0,0.2937991538275553,0
108,1,0.8238382318187585,1,1,0.902525024553638,1,0,0.6848199754065756,1,0,0.40468359106603086,0,0,0.19447450756768042,0,1,0.2883854828308798,0
109,1,0.4164234814009963,0,1,0.47010249614243543,0,0,0.33773054243275696,0,0,0.5117728256048407,1,0,0.40205774443848374,0,0,0.42113746376640765,0
110,1,0.7122558277828189,1,1,0.30808422810516417,0,1,0.6964188528189187,1,0,0.3906047397689536,0,0,0.37880378274298954,0,0,0.47708612838166015,0
111,1,0.5503977972938998,1,1,0.7217429872503744,1,0,0.2686380354239267,0,0,0.36106736478726176,0,0,0.3038473038807669,0,0,0.3188549155289174,0
112,0,0.4883725305731083,1,0,0.3731315931276194,0,0,0.3845291169163728,0,0,0.4345640767083539,0,0,0.41860109559969383,0,0,0.44020068289366454,0
113,0,0.4824255956195161,1,0,0.4175192490167643,0,0,0.6246409660470045,1,0,0.4599082266007029,0,0,0.3432941596835688,0,0,0.43820906936771004,0
114,1,0.5093808504267776,1,0,0.3776441237365662,0,1,0.6303743888994632,1,0,0.3467194470925765,0,1,0.5039679530635576,1,1,0.4401053091089191,0
115,0,0.5061906346142461,1,1,0.4837580305017839,0,0,0.3207376192524505,0,0,0.4059769808955441,0,0,0.31759908672213716,0,0,0.4492558398394198,0
116,1,0.5320753800129102,1,0,0.3745935217754707,0,1,0.6304631975105232,1,0,0.4073846198708909,0,0,0.33878775340216893,0,0,0.4684003899781416,0
117,0,0.3647542717562868,0,0,0.23681090053100398,0,0,0.3226568276512985,0,0,0.3230624635304718,0,0,0.06382897682633545,0,0,0.6508349407448457,1
118,1,0.6281097617293281,1,1,0.6102908799341777,1,0,0.33207592855026935,0,0,0.3885548267474895,0,0,0.39530334669087985,0,1,0.3599666377202998,0
119,1,0.384865241577605,0,1,0.4660643544876625,0,0,0.4126653070051349,0,0,0.5172852189217386,1,0,0.33082425726480924,0,0,0.4075566903100485,0
120,1,0.4047982672859809,0,1,0.42991262554543325,0,0,0.4033325575952025,0,1,0.6061362047458893,1,0,0.380251058783089,0,0,0.38407542383971366,0
121,1,0.3461481555225932,0,0,0.2584776124914066,0,0,0.26926177050652045,0,0,0.4103117821604999,0,0,0.35765301861380205,0,0,0.39107231641425005,0
122,1,0.5453417777063267,1,1,0.8054762058935375,1,0,0.37001319656720694,0,0,0.38341361194623746,0,0,0.2358728544151155,0,0,0.40844753149045665,0
123,0,0.4104759174860344,0,0,0.5561287080820567,1,0,0.32994021811373114,0,0,0.42722649530262924,0,0,0.2992292732053001,0,0,0.3271021619139339,0
124,0,0.4682861214568415,0,0,0.40480052524978305,0,0,0.4123711476610151,0,0,0.42688067829429427,0,0,0.39530974116142775,0,0,0.4413545920455696,0
125,0,0.4043239832743988,0,0,0.3571577375078676,0,0,0.42614963386139065,0,0,0.6373336445356783,1,0,0.2566248862463248,0,0,0.5902972522673433,1
126,1,0.6368823462382727,1,1,0.6570276228950286,1,0,0.30798260603786504,0,0,0.40943561812256846,0,0,0.37008261182907404,0,1,0.4306841875267716,0
127,0,0.295358250398932,0,0,0.2589473350793164,0,0,0.29649622339624204,0,0,0.35534464605262506,0,0,0.6131292641068193,1,0,0.29872961606054776,0
128,1,0.44822309780441977,0,0,0.3027276912949892,0,0,0.32361504280075465,0,0,0.403825951211207,0,1,0.6434395751645497,1,0,0.3788565473006099,0
129,0,0.4449626020665761,0,0,0.378277676675589,0,0,0.35063383478524474,0,0,0.43667790181280985,0,0,0.3925488335796278,0,0,0.42380648921530345,0
130,1,0.6099439374378504,1,0,0.3227745327737233,0,0,0.29217180290991474,0,1,0.4425194821527109,0,1,0.3662998581851997,0,0,0.611286448288815,1
131,0,0.4265627975955651,0,0,0.48796558855017785,0,0,0.37805686915409686,0,0,0.3977739363679238,0,0,0.32335415583535326,0,0,0.3800332536993825,0
132,1,0.5631149375033718,1,0,0.4085058384460363,0,1,0.6272437820589333,1,0,0.40593923265787374,0,0,0.38096416501041663,0,0,0.37989223063820626,0
133,1,0.44733688653827053,0,1,0.4312197934214259,0,1,0.45992516831514485,0,0,0.3576216629946265,0,0,0.3756987071643364,0,0,0.43806546532020096,0
134,0,0.4710408119202215,1,0,0.4228599913876028,0,0,0.4128184735126445,0,0,0.43548219408092625,0,0,0.40091383766194777,0,0,0.451677313359725,0
135,1,0.5275494283178274,1,1,0.4278063002747086,0,1,0.6441175128507887,1,0,0.3822165001934865,0,0,0.3484775744402534,0,0,0.47917888340638204,0
136,0,0.3660128342388763,0,0,0.220983981655954,0,0,0.23547082612490017,0,0,0.3659100564514492,0,0,0.33382013491376533,0,0,0.3740117591238182,0
137,1,0.6569513684560839,1,1,0.67753282987706,1,0,0.31251014345114275,0,0,0.4606951550980127,0,0,0.43370609983601316,0,0,0.4059859328377453,0
138,1,0.44684565682584304,0,0,0.36918912008587956,0,0,0.4255986098693658,0,0,0.47366441201924225,0,1,0.590086027133644,1,1,0.4465672324752451,0
139,1,0.7825759307503688,1,0,0.3234221700945469,0,1,0.667049273946278,1,0,0.3807062073984637,0,1,0.6869870500635398,1,0,0.35345331702812754,0
140,1,0.35776240308359886,0,1,0.22705215393048025,0,0,0.29051435513038854,0,1,0.31781154805186046,0,0,0.18751060581364176,0,1,0.7356590292723743,1
141,1,0.4563036761885878,0,0,0.44103908330520414,0,0,0.31942302667732375,0,1,0.6757881310176932,1,0,0.3923170991891726,0,0,0.4005680185936712,0
142,1,0.44197842124465136,0,0,0.39565415535176474,0,1,0.5969258407182177,1,0,0.44326818304087706,0,0,0.3502632350591158,0,0,0.4024158847906877,0
143,0,0.3679120079801154,0,0,0.4064486588419641,0,0,0.40312031301877915,0,0,0.35233258263848394,0,0,0.32587707941765526,0,0,0.44498824245564106,0
144,1,0.48847435275882,1,0,0.342708595932281,0,0,0.3294808420504562,0,1,0.5302269049973963,1,1,0.5716478593530822,1,0,0.3574392610669017,0
145,0,0.32440851478217475,0,0,0.30502509905485037,0,1,0.4090116757528571,0,1,0.5277463027841526,1,0,0.33550788299304224,0,0,0.41608779162212906,0
146,0,0.40904345699653183,0,0,0.349822878277351,0,0,0.3553909393991691,0,0,0.5704398660199589,1,0,0.33994502091165174,0,0,0.41598957173740864,0
147,1,0.3997593141181725,0,0,0.3713891184587571,0,0,0.38631619496847464,0,0,0.4342495281872845,0,0,0.27548841137121993,0,1,0.5551968972988817,1
148,1,0.404359784602035,0,1,0.5733937712307986,1,0,0.4080018651103463,0,1,0.359974943902066,0,1,0.4224281403498857,0,0,0.4446439799854123,0
149,0,0.4179160518526198,0,0,0.4833167104070046,0,0,0.3644882440406167,0,0,0.42731023282042024,0,0,0.27996090795127093,0,0,0.4304810971511745,0
150,1,0.6938605311126806,1,0,0.43436126512388623,0,1,0.6220532802241214,1,0,0.396990044333856,0,0,0.3509930704526993,0,0,0.3952219312822202,0
151,0,0.4948638490304276,1,0,0.36016458719158906,0,0,0.3242290083121273,0,1,0.5943486902674668,1,0,0.36819663469098024,0,0,0.3916975423161899,0
152,1,0.5849988643991847,1,0,0.41826118856416045,0,0,0.3622655669718595,0,0,0.43300041370835884,0,0,0.36839731889461735,0,0,0.5721710807382305,1
153,0,0.4692495413296466,0,0,0.3429816519915124,0,0,0.3274272313950733,0,1,0.6066362514066589,1,0,0.3849414481291309,0,0,0.38405777712123423,0
154,0,0.33646617668312934,0,0,0.1970965693340133,0,0,0.26947867902657274,0,0,0.25163188156585875,0,0,0.12307169984911238,0,0,0.6433776604743313,1
155,1,0.47548965522472125,1,0,0.41080512040732575,0,1,0.6001745246159716,1,1,0.402538489002255,0,0,0.25446449864687404,0,0,0.4744576978931059,0
156,1,0.6078402986856725,1,0,0.41439079307463356,0,0,0.3868801522086441,0,0,0.42848816087402997,0,0,0.35833370299984363,0,0,0.544455838720925,1
157,0,0.46161149877564045,0,0,0.4331471483966274,0,0,0.4123711476610151,0,0,0.44308301384095944,0,0,0.38116496025183166,0,0,0.446491951170017,0
158,0,0.45425621028269625,0,0,0.4191891540381626,0,0,0.4123711476610151,0,0,0.4425194821527109,0,0,0.39786406069007524,0,0,0.4407669087230849,0
159,1,0.44130013931954515,0,1,0.433766553494575,0,1,0.5878751327511632,1,1,0.42515695452913943,0,0,0.23928399097815856,0,0,0.7103115991353143,1
160,0,0.4626559912202408,0,0,0.32643022832864516,0,0,0.2421364108066654,0,0,0.37699254446026564,0,0,0.2532854661950488,0,0,0.7099119465004566,1
161,1,0.5672161818027806,1,1,0.5962835383663346,1,1,0.4458912300056467,0,0,0.40186063194842425,0,0,0.39393092990619205,0,0,0.4501110693823199,0
162,1,0.508593284929585,1,1,0.534522608903999,1,0,0.4149637362795851,0,1,0.5002705779535738,1,0,0.4054646005691665,0,0,0.4471316925987334,0
163,1,0.4082338465851381,0,1,0.36416642470404936,0,0,0.3803080089758585,0,0,0.4604263272425948,0,0,0.33620861096317917,0,0,0.39616731400440136,0
164,0,0.4334026189789874,0,0,0.3968603898419994,0,0,0.3345858240938521,0,0,0.4116217783569184,0,0,0.41017811157439743,0,0,0.4359627987833115,0
165,0,0.46077830930383923,0,0,0.3763513160519601,0,0,0.3353487881169701,0,1,0.5428812554502234,1,1,0.6125293633473996,1,0,0.3667535723379929,0
166,1,0.6429568617945839,1,0,0.327984105177748,0,0,0.3153233746692966,0,0,0.4402235089506696,0,1,0.7469055333969644,1,0,0.4246800337662295,0
167,1,0.4922667873903842,1,1,0.5654223374496368,1,0,0.3726326615965023,0,1,0.6683860926765411,1,0,0.2029431553660291,0,0,0.34671269381360176,0
168,0,0.38001666328568345,0,0,0.33820310024386446,0,0,0.34144495750732307,0,0,0.50566943925619,1,0,0.2869110735871288,0,0,0.4237221949835132,0
169,1,0.6471641678466012,1,0,0.42130254711639403,0,1,0.640427244516263,1,0,0.3640450907948986,0,0,0.3167200077842346,0,0,0.4478261207890604,0
170,1,0.46669665242507535,0,1,0.41102200040864734,0,0,0.2441251415386256,0,1,0.5265590257312155,1,1,0.5596683978007152,1,0,0.27830088002791253,0
171,0,0.4076558956348716,0,0,0.32606074289640674,0,0,0.3696101178534353,0,0,0.8261621443274045,1,0,0.35128764725720196,0,0,0.4104573683698415,0
